Exited,CreditScore,Attrition_Status
0,690,Retained
0,624,Retained
0,573,Retained
0,694,Retained
0,632,Retained
0,632,Retained
0,832,Retained
1,598,Attrited
0,430,Retained
0,711,Retained
0,582,Retained
0,605,Retained
0,657,Retained
1,578,Attrited
0,532,Retained
0,612,Retained
0,792,Retained
0,674,Retained
0,680,Retained
0,593,Retained
0,679,Retained
0,493,Retained
0,688,Retained
0,769,Retained
0,581,Retained
0,465,Retained
0,641,Retained
1,731,Attrited
0,625,Retained
0,468,Retained
0,790,Retained
0,587,Retained
0,692,Retained
0,676,Retained
0,571,Retained
0,700,Retained
0,445,Retained
0,746,Retained
1,722,Attrited
0,596,Retained
0,850,Retained
1,597,Attrited
0,436,Retained
0,660,Retained
0,649,Retained
1,646,Attrited
0,560,Retained
0,710,Retained
0,513,Retained
0,607,Retained
1,757,Attrited
0,619,Retained
0,612,Retained
0,842,Retained
1,713,Attrited
1,657,Attrited
0,770,Retained
0,773,Retained
0,470,Retained
0,781,Retained
0,428,Retained
1,600,Attrited
0,697,Retained
0,692,Retained
0,791,Retained
0,538,Retained
0,820,Retained
0,679,Retained
0,649,Retained
0,632,Retained
0,594,Retained
1,682,Attrited
0,720,Retained
0,769,Retained
1,746,Attrited
0,623,Retained
0,537,Retained
0,468,Retained
1,588,Attrited
0,729,Retained
0,543,Retained
0,499,Retained
0,784,Retained
1,604,Attrited
0,614,Retained
0,671,Retained
0,587,Retained
0,593,Retained
1,453,Attrited
0,570,Retained
0,655,Retained
0,632,Retained
0,681,Retained
0,591,Retained
0,779,Retained
1,456,Attrited
0,686,Retained
0,617,Retained
0,850,Retained
0,646,Retained
1,735,Attrited
0,543,Retained
0,490,Retained
0,640,Retained
0,445,Retained
0,761,Retained
0,426,Retained
0,777,Retained
0,534,Retained
0,777,Retained
0,806,Retained
0,790,Retained
0,643,Retained
0,584,Retained
0,638,Retained
0,771,Retained
0,600,Retained
1,661,Attrited
1,554,Attrited
0,627,Retained
0,659,Retained
0,835,Retained
0,763,Retained
0,625,Retained
0,799,Retained
0,849,Retained
0,692,Retained
0,623,Retained
1,453,Attrited
1,408,Attrited
1,778,Attrited
1,695,Attrited
0,677,Retained
0,662,Retained
0,534,Retained
0,602,Retained
1,554,Attrited
0,667,Retained
0,672,Retained
0,838,Retained
0,692,Retained
1,675,Attrited
0,731,Retained
0,468,Retained
0,542,Retained
1,662,Attrited
0,770,Retained
1,675,Attrited
0,647,Retained
0,604,Retained
0,833,Retained
1,741,Attrited
0,658,Retained
1,528,Attrited
1,590,Attrited
0,675,Retained
0,765,Retained
1,650,Attrited
1,817,Attrited
0,699,Retained
1,495,Attrited
0,491,Retained
1,847,Attrited
0,676,Retained
0,746,Retained
0,470,Retained
0,714,Retained
1,695,Attrited
1,674,Attrited
0,664,Retained
0,697,Retained
0,670,Retained
0,541,Retained
0,640,Retained
0,647,Retained
0,757,Retained
1,704,Attrited
0,778,Retained
0,639,Retained
0,637,Retained
0,686,Retained
1,577,Attrited
0,506,Retained
0,757,Retained
0,826,Retained
0,721,Retained
0,489,Retained
0,446,Retained
0,677,Retained
0,769,Retained
1,677,Attrited
0,555,Retained
0,652,Retained
0,722,Retained
0,643,Retained
0,796,Retained
0,720,Retained
0,613,Retained
1,506,Attrited
1,608,Attrited
0,667,Retained
1,750,Attrited
0,610,Retained
0,588,Retained
0,479,Retained
0,682,Retained
0,677,Retained
0,850,Retained
1,580,Attrited
0,746,Retained
0,635,Retained
0,664,Retained
0,558,Retained
1,415,Attrited
1,798,Attrited
1,792,Attrited
1,489,Attrited
0,730,Retained
0,773,Retained
0,711,Retained
0,592,Retained
0,695,Retained
0,640,Retained
0,470,Retained
1,789,Attrited
0,604,Retained
0,493,Retained
0,671,Retained
0,656,Retained
0,739,Retained
0,560,Retained
0,827,Retained
0,681,Retained
0,740,Retained
0,663,Retained
1,845,Attrited
0,555,Retained
1,680,Attrited
0,638,Retained
0,640,Retained
0,778,Retained
0,679,Retained
0,593,Retained
1,788,Attrited
1,770,Attrited
0,729,Retained
1,545,Attrited
0,597,Retained
0,537,Retained
0,732,Retained
0,542,Retained
0,688,Retained
0,542,Retained
0,754,Retained
1,750,Attrited
0,731,Retained
1,699,Attrited
1,534,Attrited
0,494,Retained
0,497,Retained
0,632,Retained
1,724,Attrited
0,751,Retained
0,733,Retained
0,701,Retained
0,525,Retained
1,666,Attrited
0,653,Retained
0,850,Retained
0,646,Retained
0,750,Retained
0,764,Retained
0,658,Retained
0,727,Retained
0,687,Retained
0,631,Retained
0,797,Retained
0,650,Retained
0,850,Retained
1,676,Attrited
0,620,Retained
1,576,Attrited
0,482,Retained
0,695,Retained
0,706,Retained
0,668,Retained
0,679,Retained
0,703,Retained
0,670,Retained
0,590,Retained
0,613,Retained
1,742,Attrited
1,608,Attrited
0,571,Retained
0,595,Retained
0,745,Retained
0,589,Retained
0,749,Retained
0,678,Retained
0,603,Retained
0,504,Retained
1,739,Attrited
0,604,Retained
0,612,Retained
0,629,Retained
0,652,Retained
0,565,Retained
1,707,Attrited
0,645,Retained
1,762,Attrited
0,639,Retained
0,709,Retained
0,823,Retained
1,817,Attrited
0,665,Retained
0,646,Retained
0,568,Retained
1,850,Attrited
0,473,Retained
0,731,Retained
0,619,Retained
0,715,Retained
1,772,Attrited
0,686,Retained
1,749,Attrited
1,781,Attrited
0,675,Retained
0,730,Retained
0,683,Retained
1,554,Attrited
1,722,Attrited
0,689,Retained
0,796,Retained
0,447,Retained
0,498,Retained
0,663,Retained
0,498,Retained
0,627,Retained
0,649,Retained
1,738,Attrited
0,587,Retained
1,655,Attrited
1,647,Attrited
0,776,Retained
1,688,Attrited
0,605,Retained
0,596,Retained
0,427,Retained
0,629,Retained
0,496,Retained
0,717,Retained
0,777,Retained
0,535,Retained
0,744,Retained
0,755,Retained
0,593,Retained
1,514,Attrited
0,721,Retained
0,835,Retained
0,682,Retained
0,590,Retained
1,653,Attrited
0,837,Retained
0,841,Retained
0,584,Retained
0,769,Retained
0,599,Retained
0,698,Retained
0,477,Retained
0,477,Retained
0,745,Retained
0,749,Retained
1,850,Attrited
0,528,Retained
0,750,Retained
0,543,Retained
0,579,Retained
0,624,Retained
1,595,Attrited
0,596,Retained
1,431,Attrited
1,647,Attrited
0,640,Retained
0,752,Retained
1,710,Attrited
1,638,Attrited
0,660,Retained
0,609,Retained
1,596,Attrited
0,705,Retained
0,444,Retained
1,727,Attrited
0,496,Retained
0,554,Retained
0,537,Retained
1,839,Attrited
0,700,Retained
0,458,Retained
0,850,Retained
0,699,Retained
0,615,Retained
1,850,Attrited
0,604,Retained
0,668,Retained
0,594,Retained
0,470,Retained
0,701,Retained
0,664,Retained
0,477,Retained
0,756,Retained
0,625,Retained
0,703,Retained
0,646,Retained
0,650,Retained
0,664,Retained
1,682,Attrited
0,725,Retained
1,553,Attrited
0,576,Retained
0,608,Retained
0,850,Retained
0,627,Retained
0,667,Retained
0,548,Retained
0,774,Retained
1,794,Attrited
0,497,Retained
0,587,Retained
0,850,Retained
0,722,Retained
0,555,Retained
0,609,Retained
0,734,Retained
0,718,Retained
1,645,Attrited
0,598,Retained
1,628,Attrited
1,629,Attrited
1,739,Attrited
1,653,Attrited
0,711,Retained
1,783,Attrited
0,681,Retained
0,712,Retained
0,554,Retained
0,611,Retained
0,560,Retained
0,646,Retained
0,680,Retained
0,631,Retained
0,746,Retained
0,654,Retained
0,687,Retained
0,708,Retained
0,679,Retained
0,636,Retained
0,695,Retained
0,677,Retained
0,720,Retained
1,780,Attrited
0,653,Retained
0,674,Retained
0,620,Retained
0,623,Retained
0,547,Retained
0,530,Retained
0,746,Retained
0,512,Retained
0,630,Retained
0,570,Retained
0,605,Retained
0,530,Retained
0,813,Retained
0,704,Retained
0,565,Retained
1,645,Attrited
0,526,Retained
1,778,Attrited
0,677,Retained
0,588,Retained
0,488,Retained
0,519,Retained
0,709,Retained
1,642,Attrited
0,710,Retained
0,653,Retained
0,743,Retained
0,418,Retained
0,670,Retained
0,723,Retained
0,549,Retained
0,543,Retained
0,595,Retained
0,673,Retained
0,741,Retained
0,508,Retained
1,662,Attrited
0,752,Retained
0,809,Retained
0,575,Retained
1,591,Attrited
0,643,Retained
0,698,Retained
0,496,Retained
0,597,Retained
0,603,Retained
0,655,Retained
0,431,Retained
1,620,Attrited
0,782,Retained
0,581,Retained
1,553,Attrited
0,658,Retained
0,686,Retained
0,539,Retained
1,685,Attrited
0,850,Retained
0,763,Retained
0,634,Retained
1,567,Attrited
0,539,Retained
0,764,Retained
0,653,Retained
0,566,Retained
0,714,Retained
0,580,Retained
0,548,Retained
0,646,Retained
1,622,Attrited
0,706,Retained
0,680,Retained
0,698,Retained
0,581,Retained
1,728,Attrited
0,707,Retained
0,761,Retained
1,483,Attrited
0,736,Retained
1,716,Attrited
1,654,Attrited
0,649,Retained
0,649,Retained
0,612,Retained
0,657,Retained
0,511,Retained
0,682,Retained
0,748,Retained
0,554,Retained
0,794,Retained
1,807,Attrited
0,594,Retained
0,652,Retained
0,729,Retained
0,625,Retained
0,597,Retained
1,657,Attrited
0,633,Retained
1,663,Attrited
0,535,Retained
0,702,Retained
0,712,Retained
0,607,Retained
1,476,Attrited
0,748,Retained
0,815,Retained
0,602,Retained
0,649,Retained
1,551,Attrited
0,509,Retained
0,685,Retained
0,536,Retained
0,711,Retained
0,761,Retained
1,535,Attrited
0,566,Retained
0,620,Retained
0,837,Retained
1,685,Attrited
0,673,Retained
0,638,Retained
1,614,Attrited
1,626,Attrited
0,834,Retained
0,691,Retained
0,706,Retained
0,633,Retained
1,644,Attrited
0,666,Retained
0,708,Retained
1,496,Attrited
0,730,Retained
0,696,Retained
0,809,Retained
0,701,Retained
0,604,Retained
0,665,Retained
1,639,Attrited
0,696,Retained
0,520,Retained
1,545,Attrited
0,634,Retained
0,750,Retained
0,530,Retained
1,589,Attrited
0,654,Retained
0,648,Retained
0,835,Retained
0,446,Retained
0,514,Retained
0,694,Retained
0,554,Retained
1,720,Attrited
1,641,Attrited
0,813,Retained
0,480,Retained
1,811,Attrited
0,715,Retained
0,620,Retained
0,721,Retained
1,772,Attrited
0,680,Retained
0,535,Retained
0,655,Retained
0,660,Retained
1,762,Attrited
0,662,Retained
0,463,Retained
0,501,Retained
0,603,Retained
0,688,Retained
0,430,Retained
1,632,Attrited
0,601,Retained
0,769,Retained
1,551,Attrited
1,841,Attrited
1,469,Attrited
0,479,Retained
0,701,Retained
0,593,Retained
0,738,Retained
0,635,Retained
0,658,Retained
0,687,Retained
0,650,Retained
0,720,Retained
0,602,Retained
0,618,Retained
0,803,Retained
0,793,Retained
0,616,Retained
0,550,Retained
1,602,Attrited
0,452,Retained
0,655,Retained
0,510,Retained
0,557,Retained
0,676,Retained
0,640,Retained
0,529,Retained
1,559,Attrited
0,689,Retained
1,626,Attrited
0,697,Retained
0,823,Retained
0,565,Retained
0,631,Retained
0,646,Retained
0,676,Retained
0,850,Retained
0,810,Retained
0,581,Retained
0,718,Retained
0,713,Retained
1,672,Attrited
0,781,Retained
0,656,Retained
0,583,Retained
1,808,Attrited
0,721,Retained
1,778,Attrited
0,850,Retained
0,693,Retained
0,520,Retained
0,759,Retained
0,637,Retained
0,755,Retained
0,662,Retained
0,503,Retained
0,599,Retained
0,583,Retained
1,764,Attrited
0,513,Retained
0,730,Retained
0,820,Retained
0,597,Retained
0,637,Retained
0,696,Retained
0,635,Retained
0,673,Retained
0,662,Retained
0,683,Retained
1,850,Attrited
0,815,Retained
0,671,Retained
1,601,Attrited
0,709,Retained
0,702,Retained
0,558,Retained
0,691,Retained
0,700,Retained
0,667,Retained
1,624,Attrited
0,580,Retained
0,571,Retained
0,561,Retained
0,529,Retained
0,670,Retained
0,666,Retained
0,628,Retained
0,577,Retained
0,652,Retained
1,678,Attrited
0,692,Retained
0,675,Retained
1,712,Attrited
0,639,Retained
1,618,Attrited
0,554,Retained
0,533,Retained
0,540,Retained
0,704,Retained
0,678,Retained
0,712,Retained
1,651,Attrited
0,789,Retained
0,775,Retained
0,564,Retained
0,841,Retained
0,850,Retained
1,637,Attrited
0,500,Retained
0,655,Retained
0,666,Retained
0,658,Retained
0,749,Retained
0,654,Retained
0,623,Retained
0,761,Retained
1,627,Attrited
0,757,Retained
1,695,Attrited
0,726,Retained
0,587,Retained
0,605,Retained
0,850,Retained
0,850,Retained
0,751,Retained
0,627,Retained
0,736,Retained
0,652,Retained
0,627,Retained
0,636,Retained
0,775,Retained
1,850,Attrited
0,850,Retained
0,516,Retained
0,513,Retained
0,673,Retained
0,564,Retained
0,636,Retained
0,712,Retained
0,568,Retained
1,741,Attrited
0,754,Retained
0,709,Retained
0,510,Retained
0,716,Retained
0,607,Retained
0,656,Retained
1,550,Attrited
0,486,Retained
1,598,Attrited
0,675,Retained
0,755,Retained
0,656,Retained
0,644,Retained
0,598,Retained
0,850,Retained
0,679,Retained
0,632,Retained
0,550,Retained
0,572,Retained
1,626,Attrited
1,625,Attrited
1,515,Attrited
1,612,Attrited
0,628,Retained
0,529,Retained
0,668,Retained
0,526,Retained
0,791,Retained
0,573,Retained
0,565,Retained
1,604,Attrited
0,656,Retained
0,447,Retained
1,682,Attrited
0,437,Retained
1,792,Attrited
0,627,Retained
0,767,Retained
0,686,Retained
1,789,Attrited
0,794,Retained
1,587,Attrited
1,589,Attrited
0,543,Retained
1,589,Attrited
0,701,Retained
1,850,Attrited
1,726,Attrited
1,767,Attrited
0,648,Retained
0,651,Retained
0,633,Retained
0,740,Retained
0,592,Retained
0,670,Retained
0,628,Retained
0,745,Retained
0,705,Retained
0,559,Retained
0,595,Retained
0,492,Retained
0,498,Retained
0,655,Retained
0,636,Retained
0,634,Retained
0,793,Retained
1,526,Attrited
1,768,Attrited
0,540,Retained
0,732,Retained
0,617,Retained
0,637,Retained
0,573,Retained
0,531,Retained
0,489,Retained
0,601,Retained
0,452,Retained
0,728,Retained
0,590,Retained
0,490,Retained
0,596,Retained
0,635,Retained
0,782,Retained
0,790,Retained
1,587,Attrited
0,794,Retained
0,515,Retained
0,746,Retained
1,667,Attrited
0,709,Retained
1,536,Attrited
0,711,Retained
1,753,Attrited
0,748,Retained
0,623,Retained
0,465,Retained
0,640,Retained
0,562,Retained
1,502,Attrited
0,536,Retained
0,670,Retained
0,775,Retained
0,759,Retained
0,604,Retained
1,766,Attrited
0,554,Retained
0,487,Retained
0,725,Retained
0,732,Retained
0,623,Retained
0,781,Retained
1,714,Attrited
0,577,Retained
0,731,Retained
0,650,Retained
0,779,Retained
1,706,Attrited
0,733,Retained
0,579,Retained
1,476,Attrited
0,775,Retained
1,538,Attrited
0,602,Retained
0,615,Retained
0,700,Retained
0,615,Retained
1,544,Attrited
1,573,Attrited
0,555,Retained
1,692,Attrited
0,476,Retained
0,770,Retained
0,641,Retained
1,705,Attrited
0,784,Retained
1,727,Attrited
1,576,Attrited
0,646,Retained
0,638,Retained
0,632,Retained
1,850,Attrited
0,492,Retained
0,673,Retained
0,609,Retained
0,701,Retained
0,651,Retained
0,508,Retained
1,616,Attrited
0,489,Retained
0,567,Retained
0,714,Retained
0,678,Retained
0,581,Retained
0,748,Retained
0,781,Retained
0,691,Retained
1,507,Attrited
0,724,Retained
0,705,Retained
1,708,Attrited
1,580,Attrited
0,850,Retained
0,714,Retained
0,559,Retained
0,577,Retained
0,647,Retained
1,554,Attrited
1,549,Attrited
0,528,Retained
1,720,Attrited
1,743,Attrited
1,615,Attrited
0,635,Retained
1,686,Attrited
0,840,Retained
0,695,Retained
0,564,Retained
0,805,Retained
0,558,Retained
0,657,Retained
0,641,Retained
0,755,Retained
0,483,Retained
0,545,Retained
0,678,Retained
1,781,Attrited
0,571,Retained
0,634,Retained
0,523,Retained
0,501,Retained
0,662,Retained
1,573,Attrited
0,648,Retained
0,662,Retained
0,725,Retained
1,563,Attrited
0,628,Retained
1,546,Attrited
0,688,Retained
0,850,Retained
0,614,Retained
1,719,Attrited
0,757,Retained
0,669,Retained
1,438,Attrited
0,492,Retained
0,622,Retained
0,645,Retained
0,728,Retained
0,651,Retained
0,783,Retained
0,732,Retained
0,553,Retained
0,660,Retained
1,670,Attrited
0,718,Retained
0,787,Retained
0,775,Retained
0,479,Retained
0,660,Retained
0,721,Retained
0,659,Retained
0,743,Retained
1,670,Attrited
1,766,Attrited
0,845,Retained
1,710,Attrited
1,602,Attrited
0,604,Retained
0,564,Retained
0,637,Retained
0,527,Retained
0,687,Retained
1,756,Attrited
0,503,Retained
1,657,Attrited
0,666,Retained
0,615,Retained
0,712,Retained
0,764,Retained
0,471,Retained
0,608,Retained
0,682,Retained
0,587,Retained
0,714,Retained
0,630,Retained
0,648,Retained
0,785,Retained
0,601,Retained
0,717,Retained
0,707,Retained
0,771,Retained
0,602,Retained
1,626,Attrited
0,588,Retained
0,616,Retained
0,621,Retained
0,674,Retained
0,633,Retained
1,698,Attrited
0,508,Retained
1,736,Attrited
0,672,Retained
0,613,Retained
0,712,Retained
0,624,Retained
0,676,Retained
0,683,Retained
0,489,Retained
0,739,Retained
0,701,Retained
1,666,Attrited
0,565,Retained
0,666,Retained
0,633,Retained
0,578,Retained
1,812,Attrited
0,809,Retained
1,615,Attrited
0,684,Retained
0,544,Retained
0,713,Retained
0,633,Retained
0,672,Retained
0,661,Retained
0,749,Retained
1,635,Attrited
1,850,Attrited
0,641,Retained
0,633,Retained
0,413,Retained
0,538,Retained
0,437,Retained
1,612,Attrited
1,516,Attrited
1,826,Attrited
0,660,Retained
0,646,Retained
0,767,Retained
0,640,Retained
0,778,Retained
0,679,Retained
0,549,Retained
0,598,Retained
0,655,Retained
0,494,Retained
0,653,Retained
1,539,Attrited
0,645,Retained
0,751,Retained
0,528,Retained
0,696,Retained
0,716,Retained
0,602,Retained
0,647,Retained
0,850,Retained
0,590,Retained
0,825,Retained
0,850,Retained
0,789,Retained
0,701,Retained
1,713,Attrited
0,570,Retained
0,536,Retained
0,771,Retained
0,512,Retained
1,698,Attrited
0,656,Retained
0,761,Retained
0,709,Retained
0,597,Retained
0,592,Retained
0,599,Retained
0,572,Retained
0,611,Retained
1,634,Attrited
1,666,Attrited
0,696,Retained
0,669,Retained
0,726,Retained
1,497,Attrited
0,750,Retained
0,850,Retained
0,617,Retained
1,652,Attrited
0,560,Retained
0,629,Retained
0,660,Retained
0,676,Retained
0,581,Retained
0,798,Retained
0,705,Retained
0,714,Retained
1,664,Attrited
0,697,Retained
0,609,Retained
0,548,Retained
1,850,Attrited
0,656,Retained
1,727,Attrited
0,642,Retained
0,710,Retained
0,710,Retained
0,718,Retained
0,586,Retained
0,617,Retained
0,630,Retained
1,791,Attrited
0,673,Retained
0,477,Retained
0,662,Retained
1,850,Attrited
1,635,Attrited
1,537,Attrited
0,579,Retained
1,651,Attrited
0,610,Retained
0,581,Retained
0,592,Retained
1,688,Attrited
0,681,Retained
0,658,Retained
0,792,Retained
1,528,Attrited
0,624,Retained
0,562,Retained
0,678,Retained
1,705,Attrited
0,650,Retained
0,593,Retained
0,652,Retained
0,554,Retained
0,584,Retained
0,516,Retained
0,789,Retained
0,598,Retained
0,669,Retained
0,645,Retained
0,659,Retained
0,833,Retained
0,697,Retained
0,580,Retained
0,691,Retained
1,534,Attrited
0,478,Retained
0,572,Retained
0,501,Retained
0,624,Retained
0,595,Retained
0,603,Retained
0,602,Retained
0,500,Retained
0,422,Retained
0,615,Retained
0,635,Retained
0,711,Retained
1,834,Attrited
0,633,Retained
0,650,Retained
1,743,Attrited
0,567,Retained
1,706,Attrited
0,638,Retained
0,641,Retained
0,574,Retained
0,642,Retained
0,722,Retained
0,623,Retained
0,681,Retained
0,530,Retained
1,797,Attrited
1,653,Attrited
1,850,Attrited
0,581,Retained
0,589,Retained
0,555,Retained
1,748,Attrited
0,745,Retained
0,730,Retained
0,565,Retained
0,778,Retained
0,812,Retained
0,526,Retained
1,708,Attrited
0,680,Retained
0,567,Retained
0,564,Retained
0,709,Retained
1,629,Attrited
0,510,Retained
0,506,Retained
0,605,Retained
0,650,Retained
1,850,Attrited
0,489,Retained
0,659,Retained
0,753,Retained
0,477,Retained
1,610,Attrited
0,619,Retained
0,619,Retained
0,758,Retained
0,516,Retained
0,789,Retained
1,687,Attrited
0,485,Retained
0,446,Retained
1,597,Attrited
0,712,Retained
0,522,Retained
0,805,Retained
0,781,Retained
1,689,Attrited
0,670,Retained
0,670,Retained
0,524,Retained
0,734,Retained
1,489,Attrited
1,578,Attrited
0,622,Retained
0,843,Retained
0,687,Retained
0,700,Retained
0,410,Retained
0,537,Retained
0,780,Retained
0,652,Retained
0,620,Retained
0,697,Retained
0,786,Retained
0,850,Retained
1,749,Attrited
0,445,Retained
1,443,Attrited
0,637,Retained
1,616,Attrited
0,756,Retained
0,644,Retained
0,850,Retained
0,703,Retained
0,684,Retained
1,706,Attrited
0,580,Retained
0,777,Retained
0,676,Retained
0,708,Retained
0,809,Retained
0,588,Retained
0,623,Retained
0,537,Retained
1,536,Attrited
0,769,Retained
0,690,Retained
1,771,Attrited
0,497,Retained
0,622,Retained
0,602,Retained
0,543,Retained
0,520,Retained
0,669,Retained
0,631,Retained
1,537,Attrited
0,732,Retained
1,844,Attrited
0,838,Retained
0,652,Retained
0,660,Retained
0,692,Retained
0,588,Retained
0,533,Retained
0,850,Retained
0,511,Retained
0,530,Retained
0,554,Retained
0,585,Retained
0,754,Retained
1,474,Attrited
0,837,Retained
0,567,Retained
0,800,Retained
0,646,Retained
0,627,Retained
0,505,Retained
1,566,Attrited
0,619,Retained
0,757,Retained
0,648,Retained
0,621,Retained
0,543,Retained
0,658,Retained
0,633,Retained
0,648,Retained
0,501,Retained
1,683,Attrited
1,619,Attrited
0,705,Retained
1,638,Attrited
0,710,Retained
1,590,Attrited
0,725,Retained
0,638,Retained
0,791,Retained
1,702,Attrited
0,607,Retained
0,535,Retained
1,651,Attrited
0,506,Retained
0,511,Retained
1,757,Attrited
1,768,Attrited
0,757,Retained
0,663,Retained
1,537,Attrited
0,570,Retained
0,850,Retained
1,661,Attrited
0,659,Retained
0,454,Retained
1,708,Attrited
0,720,Retained
1,785,Attrited
0,743,Retained
0,493,Retained
0,557,Retained
0,850,Retained
0,799,Retained
0,756,Retained
0,752,Retained
0,696,Retained
0,630,Retained
0,659,Retained
0,685,Retained
1,599,Attrited
0,559,Retained
0,615,Retained
0,580,Retained
0,487,Retained
0,646,Retained
0,811,Retained
0,526,Retained
0,767,Retained
0,548,Retained
0,737,Retained
1,613,Attrited
0,711,Retained
1,850,Attrited
0,752,Retained
0,710,Retained
1,664,Attrited
0,510,Retained
0,577,Retained
0,529,Retained
0,757,Retained
1,691,Attrited
0,621,Retained
0,709,Retained
0,756,Retained
0,788,Retained
0,705,Retained
0,483,Retained
0,719,Retained
0,793,Retained
0,593,Retained
1,551,Attrited
0,690,Retained
0,823,Retained
0,512,Retained
0,802,Retained
0,450,Retained
0,651,Retained
0,697,Retained
0,611,Retained
0,643,Retained
0,822,Retained
0,632,Retained
0,575,Retained
0,672,Retained
0,517,Retained
0,621,Retained
0,775,Retained
0,600,Retained
0,640,Retained
0,752,Retained
0,613,Retained
0,484,Retained
0,511,Retained
1,745,Attrited
0,786,Retained
0,727,Retained
0,622,Retained
0,794,Retained
1,636,Attrited
0,741,Retained
0,687,Retained
0,660,Retained
0,660,Retained
0,617,Retained
0,762,Retained
1,752,Attrited
0,561,Retained
0,609,Retained
0,803,Retained
0,556,Retained
1,531,Attrited
0,411,Retained
1,587,Attrited
1,683,Attrited
0,654,Retained
0,670,Retained
0,655,Retained
0,752,Retained
0,534,Retained
0,635,Retained
0,491,Retained
1,516,Attrited
0,530,Retained
0,687,Retained
0,684,Retained
0,706,Retained
0,490,Retained
0,796,Retained
0,849,Retained
0,779,Retained
0,794,Retained
0,748,Retained
1,663,Attrited
0,645,Retained
0,464,Retained
1,737,Attrited
0,590,Retained
0,522,Retained
0,648,Retained
0,754,Retained
1,669,Attrited
1,648,Attrited
0,763,Retained
0,790,Retained
0,581,Retained
0,703,Retained
0,571,Retained
0,657,Retained
0,737,Retained
0,793,Retained
1,783,Attrited
0,751,Retained
0,579,Retained
0,655,Retained
0,614,Retained
1,678,Attrited
0,562,Retained
0,711,Retained
0,620,Retained
0,437,Retained
1,691,Attrited
0,552,Retained
0,765,Retained
1,707,Attrited
0,764,Retained
0,585,Retained
0,784,Retained
0,605,Retained
0,699,Retained
0,544,Retained
1,803,Attrited
0,735,Retained
1,673,Attrited
0,652,Retained
0,694,Retained
0,741,Retained
0,590,Retained
0,809,Retained
0,523,Retained
1,540,Attrited
0,596,Retained
0,597,Retained
1,407,Attrited
1,748,Attrited
1,562,Attrited
0,734,Retained
0,710,Retained
0,539,Retained
0,542,Retained
1,717,Attrited
0,682,Retained
0,515,Retained
1,526,Attrited
1,702,Attrited
0,651,Retained
0,792,Retained
0,817,Retained
0,674,Retained
1,641,Attrited
0,513,Retained
0,561,Retained
0,627,Retained
0,682,Retained
0,683,Retained
0,420,Retained
0,670,Retained
0,505,Retained
1,580,Attrited
0,577,Retained
0,773,Retained
1,616,Attrited
0,763,Retained
1,640,Attrited
0,592,Retained
0,528,Retained
0,630,Retained
0,529,Retained
1,546,Attrited
0,753,Retained
0,772,Retained
0,567,Retained
0,628,Retained
0,658,Retained
0,679,Retained
0,629,Retained
0,731,Retained
0,775,Retained
0,660,Retained
0,752,Retained
0,655,Retained
0,543,Retained
0,811,Retained
0,689,Retained
0,531,Retained
0,515,Retained
1,466,Attrited
0,782,Retained
0,611,Retained
1,621,Attrited
0,604,Retained
0,655,Retained
0,689,Retained
0,681,Retained
0,643,Retained
0,617,Retained
1,638,Attrited
0,743,Retained
0,828,Retained
0,776,Retained
0,540,Retained
0,616,Retained
1,628,Attrited
1,667,Attrited
0,615,Retained
0,543,Retained
0,553,Retained
0,554,Retained
0,684,Retained
0,452,Retained
1,606,Attrited
0,629,Retained
0,659,Retained
0,493,Retained
1,794,Attrited
0,554,Retained
1,796,Attrited
0,807,Retained
0,500,Retained
1,722,Attrited
0,559,Retained
0,584,Retained
0,834,Retained
0,754,Retained
1,590,Attrited
0,740,Retained
1,502,Attrited
0,733,Retained
0,755,Retained
1,554,Attrited
0,534,Retained
0,656,Retained
1,575,Attrited
1,480,Attrited
0,575,Retained
1,672,Attrited
0,758,Retained
0,682,Retained
0,501,Retained
0,746,Retained
1,556,Attrited
1,823,Attrited
1,491,Attrited
0,638,Retained
0,734,Retained
0,555,Retained
1,745,Attrited
1,728,Attrited
0,626,Retained
0,681,Retained
1,478,Attrited
0,709,Retained
0,562,Retained
1,769,Attrited
0,684,Retained
1,536,Attrited
0,631,Retained
0,657,Retained
0,699,Retained
0,606,Retained
0,612,Retained
0,660,Retained
0,829,Retained
0,567,Retained
0,850,Retained
0,712,Retained
0,562,Retained
0,755,Retained
0,793,Retained
0,471,Retained
0,707,Retained
0,784,Retained
0,703,Retained
0,704,Retained
0,662,Retained
0,636,Retained
0,640,Retained
0,739,Retained
0,767,Retained
1,753,Attrited
0,714,Retained
0,707,Retained
0,577,Retained
0,633,Retained
0,849,Retained
0,614,Retained
0,558,Retained
0,832,Retained
0,567,Retained
1,587,Attrited
0,712,Retained
0,655,Retained
0,641,Retained
0,676,Retained
0,472,Retained
0,644,Retained
0,598,Retained
0,792,Retained
0,700,Retained
0,616,Retained
0,743,Retained
0,427,Retained
0,731,Retained
0,610,Retained
1,724,Attrited
0,653,Retained
0,774,Retained
1,547,Attrited
0,719,Retained
1,740,Attrited
1,543,Attrited
0,688,Retained
0,474,Retained
0,505,Retained
1,688,Attrited
1,650,Attrited
0,610,Retained
0,705,Retained
0,669,Retained
0,650,Retained
0,550,Retained
1,595,Attrited
0,572,Retained
0,622,Retained
0,662,Retained
1,783,Attrited
0,714,Retained
1,671,Attrited
