Exited,PointEarned,Attrition_Status
0,947,Retained
0,881,Retained
0,513,Retained
0,554,Retained
0,647,Retained
0,434,Retained
0,462,Retained
0,583,Retained
1,911,Attrited
0,770,Retained
0,436,Retained
0,480,Retained
0,405,Retained
0,398,Retained
1,783,Attrited
0,396,Retained
0,240,Retained
0,522,Retained
0,664,Retained
0,442,Retained
0,694,Retained
0,606,Retained
0,606,Retained
0,378,Retained
0,505,Retained
0,242,Retained
0,495,Retained
0,757,Retained
1,978,Attrited
0,446,Retained
0,928,Retained
0,426,Retained
0,749,Retained
0,273,Retained
0,366,Retained
0,681,Retained
0,790,Retained
0,842,Retained
0,452,Retained
1,691,Attrited
0,933,Retained
0,690,Retained
1,666,Attrited
0,557,Retained
0,965,Retained
0,245,Retained
1,311,Attrited
0,797,Retained
0,890,Retained
0,904,Retained
0,324,Retained
1,789,Attrited
0,923,Retained
0,615,Retained
0,466,Retained
1,621,Attrited
1,382,Attrited
0,281,Retained
0,826,Retained
0,849,Retained
0,456,Retained
0,398,Retained
1,448,Attrited
0,231,Retained
0,708,Retained
0,397,Retained
0,929,Retained
0,679,Retained
0,795,Retained
0,984,Retained
0,627,Retained
0,394,Retained
1,361,Attrited
0,605,Retained
0,311,Retained
1,585,Attrited
0,253,Retained
0,348,Retained
0,748,Retained
1,375,Attrited
0,929,Retained
0,701,Retained
0,351,Retained
0,827,Retained
1,756,Attrited
0,386,Retained
0,281,Retained
0,620,Retained
0,602,Retained
1,791,Attrited
0,448,Retained
0,892,Retained
0,980,Retained
0,395,Retained
0,290,Retained
0,620,Retained
1,343,Attrited
0,665,Retained
0,957,Retained
0,946,Retained
0,905,Retained
1,287,Attrited
0,742,Retained
0,645,Retained
0,391,Retained
0,797,Retained
0,860,Retained
0,353,Retained
0,472,Retained
0,636,Retained
0,498,Retained
0,768,Retained
0,522,Retained
0,691,Retained
0,937,Retained
0,577,Retained
0,371,Retained
0,225,Retained
1,605,Attrited
1,870,Attrited
0,900,Retained
0,268,Retained
0,525,Retained
0,231,Retained
0,626,Retained
0,888,Retained
0,317,Retained
0,963,Retained
0,776,Retained
1,791,Attrited
1,608,Attrited
1,607,Attrited
1,583,Attrited
0,277,Retained
0,579,Retained
0,342,Retained
0,280,Retained
1,646,Attrited
0,905,Retained
0,333,Retained
0,241,Retained
0,489,Retained
1,229,Attrited
0,462,Retained
0,929,Retained
0,237,Retained
1,730,Attrited
0,890,Retained
1,716,Attrited
0,531,Retained
0,359,Retained
0,779,Retained
1,417,Attrited
0,374,Retained
1,711,Attrited
1,289,Attrited
0,674,Retained
0,318,Retained
1,602,Attrited
1,681,Attrited
0,409,Retained
1,715,Attrited
0,973,Retained
1,530,Attrited
0,608,Retained
0,367,Retained
0,788,Retained
0,245,Retained
1,680,Attrited
1,410,Attrited
0,856,Retained
0,342,Retained
0,775,Retained
0,459,Retained
0,909,Retained
0,356,Retained
0,277,Retained
1,565,Attrited
0,717,Retained
0,391,Retained
0,241,Retained
0,656,Retained
1,270,Attrited
0,340,Retained
0,411,Retained
0,712,Retained
0,672,Retained
0,636,Retained
0,731,Retained
0,276,Retained
0,503,Retained
1,809,Attrited
0,291,Retained
0,910,Retained
0,659,Retained
0,309,Retained
0,547,Retained
0,390,Retained
0,776,Retained
1,844,Attrited
1,343,Attrited
0,965,Retained
1,803,Attrited
0,692,Retained
0,300,Retained
0,671,Retained
0,897,Retained
0,784,Retained
0,460,Retained
1,796,Attrited
0,261,Retained
0,413,Retained
0,644,Retained
0,769,Retained
1,621,Attrited
1,703,Attrited
1,510,Attrited
1,865,Attrited
0,506,Retained
0,667,Retained
0,458,Retained
0,564,Retained
0,551,Retained
0,892,Retained
0,397,Retained
1,792,Attrited
0,668,Retained
0,738,Retained
0,759,Retained
0,717,Retained
0,585,Retained
0,440,Retained
0,265,Retained
0,874,Retained
0,798,Retained
0,992,Retained
1,408,Attrited
0,506,Retained
1,813,Attrited
0,492,Retained
0,395,Retained
0,499,Retained
0,873,Retained
0,571,Retained
1,751,Attrited
1,467,Attrited
0,948,Retained
1,830,Attrited
0,342,Retained
0,412,Retained
0,726,Retained
0,987,Retained
0,752,Retained
0,888,Retained
0,765,Retained
1,298,Attrited
0,781,Retained
1,490,Attrited
1,771,Attrited
0,488,Retained
0,748,Retained
0,756,Retained
1,246,Attrited
0,794,Retained
0,296,Retained
0,434,Retained
0,253,Retained
1,837,Attrited
0,718,Retained
0,242,Retained
0,234,Retained
0,526,Retained
0,275,Retained
0,384,Retained
0,973,Retained
0,347,Retained
0,246,Retained
0,856,Retained
0,268,Retained
0,495,Retained
1,275,Attrited
0,940,Retained
1,364,Attrited
0,956,Retained
0,320,Retained
0,405,Retained
0,237,Retained
0,728,Retained
0,599,Retained
0,392,Retained
0,924,Retained
0,438,Retained
1,358,Attrited
1,820,Attrited
0,305,Retained
0,359,Retained
0,701,Retained
0,427,Retained
0,765,Retained
0,749,Retained
0,541,Retained
0,672,Retained
1,335,Attrited
0,457,Retained
0,334,Retained
0,690,Retained
0,343,Retained
0,564,Retained
1,489,Attrited
0,788,Retained
1,279,Attrited
0,422,Retained
0,925,Retained
0,329,Retained
1,788,Attrited
0,258,Retained
0,422,Retained
0,560,Retained
1,616,Attrited
0,310,Retained
0,291,Retained
0,629,Retained
0,577,Retained
1,937,Attrited
0,522,Retained
1,859,Attrited
1,403,Attrited
0,785,Retained
0,523,Retained
0,611,Retained
1,999,Attrited
1,747,Attrited
0,670,Retained
0,233,Retained
0,600,Retained
0,457,Retained
0,299,Retained
0,556,Retained
0,293,Retained
0,873,Retained
1,615,Attrited
0,659,Retained
1,515,Attrited
1,529,Attrited
0,232,Retained
1,384,Attrited
0,446,Retained
0,890,Retained
0,959,Retained
0,716,Retained
0,382,Retained
0,321,Retained
0,605,Retained
0,895,Retained
0,294,Retained
0,535,Retained
0,255,Retained
1,336,Attrited
0,236,Retained
0,348,Retained
0,457,Retained
0,574,Retained
1,389,Attrited
0,999,Retained
0,696,Retained
0,925,Retained
0,378,Retained
0,447,Retained
0,630,Retained
0,248,Retained
0,362,Retained
0,720,Retained
0,574,Retained
1,372,Attrited
0,525,Retained
0,971,Retained
0,985,Retained
0,360,Retained
0,925,Retained
1,973,Attrited
0,993,Retained
1,777,Attrited
1,271,Attrited
0,686,Retained
0,244,Retained
1,407,Attrited
1,995,Attrited
0,558,Retained
0,573,Retained
1,479,Attrited
0,319,Retained
0,488,Retained
1,557,Attrited
0,512,Retained
0,540,Retained
0,445,Retained
1,704,Attrited
0,997,Retained
0,603,Retained
0,887,Retained
0,351,Retained
0,684,Retained
1,950,Attrited
0,940,Retained
0,865,Retained
0,827,Retained
0,437,Retained
0,399,Retained
0,678,Retained
0,325,Retained
0,752,Retained
0,358,Retained
0,416,Retained
0,801,Retained
0,262,Retained
0,399,Retained
1,937,Attrited
0,696,Retained
1,880,Attrited
0,724,Retained
0,921,Retained
0,514,Retained
0,757,Retained
0,236,Retained
0,693,Retained
0,914,Retained
1,669,Attrited
0,605,Retained
0,509,Retained
0,335,Retained
0,310,Retained
0,417,Retained
0,765,Retained
0,872,Retained
0,721,Retained
1,390,Attrited
0,737,Retained
1,720,Attrited
1,290,Attrited
1,831,Attrited
1,663,Attrited
0,997,Retained
1,534,Attrited
0,580,Retained
0,319,Retained
0,659,Retained
0,501,Retained
0,459,Retained
0,307,Retained
0,694,Retained
0,887,Retained
0,948,Retained
0,531,Retained
0,493,Retained
0,463,Retained
0,641,Retained
0,393,Retained
0,582,Retained
0,627,Retained
0,301,Retained
1,991,Attrited
0,504,Retained
0,409,Retained
0,951,Retained
0,742,Retained
0,546,Retained
0,296,Retained
0,416,Retained
0,538,Retained
0,960,Retained
0,888,Retained
0,642,Retained
0,885,Retained
0,562,Retained
0,788,Retained
0,772,Retained
1,668,Attrited
0,414,Retained
1,708,Attrited
0,341,Retained
0,286,Retained
0,826,Retained
0,960,Retained
0,316,Retained
1,918,Attrited
0,916,Retained
0,231,Retained
0,330,Retained
0,242,Retained
0,430,Retained
0,500,Retained
0,385,Retained
0,266,Retained
0,974,Retained
0,284,Retained
0,781,Retained
0,231,Retained
1,546,Attrited
0,707,Retained
0,795,Retained
0,934,Retained
1,356,Attrited
0,812,Retained
0,976,Retained
0,720,Retained
0,220,Retained
0,801,Retained
0,226,Retained
0,923,Retained
1,909,Attrited
0,980,Retained
0,639,Retained
1,775,Attrited
0,648,Retained
0,541,Retained
0,841,Retained
1,941,Attrited
0,601,Retained
0,311,Retained
0,327,Retained
1,947,Attrited
0,520,Retained
0,784,Retained
0,823,Retained
0,294,Retained
0,576,Retained
0,352,Retained
0,967,Retained
0,246,Retained
1,918,Attrited
0,285,Retained
0,808,Retained
0,403,Retained
0,790,Retained
1,947,Attrited
0,745,Retained
0,497,Retained
1,985,Attrited
0,960,Retained
1,388,Attrited
1,295,Attrited
0,496,Retained
0,765,Retained
0,409,Retained
0,724,Retained
0,644,Retained
0,603,Retained
0,641,Retained
0,356,Retained
0,734,Retained
1,622,Attrited
0,302,Retained
0,407,Retained
0,654,Retained
0,452,Retained
0,786,Retained
1,385,Attrited
0,250,Retained
1,670,Attrited
0,284,Retained
0,596,Retained
0,278,Retained
0,738,Retained
1,649,Attrited
0,872,Retained
0,680,Retained
0,592,Retained
0,993,Retained
1,522,Attrited
0,342,Retained
0,692,Retained
0,231,Retained
0,862,Retained
0,494,Retained
1,269,Attrited
0,698,Retained
0,400,Retained
0,594,Retained
1,877,Attrited
0,595,Retained
0,567,Retained
1,445,Attrited
1,307,Attrited
0,539,Retained
0,591,Retained
0,826,Retained
0,530,Retained
1,863,Attrited
0,957,Retained
0,330,Retained
1,609,Attrited
0,279,Retained
0,908,Retained
0,311,Retained
0,942,Retained
0,468,Retained
0,469,Retained
1,295,Attrited
0,871,Retained
0,651,Retained
1,490,Attrited
0,713,Retained
0,433,Retained
0,955,Retained
1,292,Attrited
0,752,Retained
0,586,Retained
0,398,Retained
0,562,Retained
0,383,Retained
0,769,Retained
0,262,Retained
1,692,Attrited
1,300,Attrited
0,622,Retained
0,883,Retained
1,340,Attrited
0,573,Retained
0,312,Retained
0,791,Retained
1,811,Attrited
0,741,Retained
0,774,Retained
0,516,Retained
0,985,Retained
1,721,Attrited
0,337,Retained
0,523,Retained
0,301,Retained
0,842,Retained
0,612,Retained
0,573,Retained
1,517,Attrited
0,235,Retained
0,829,Retained
1,528,Attrited
1,783,Attrited
1,219,Attrited
0,704,Retained
0,228,Retained
0,273,Retained
0,799,Retained
0,510,Retained
0,867,Retained
0,630,Retained
0,994,Retained
0,291,Retained
0,649,Retained
0,273,Retained
0,567,Retained
0,236,Retained
0,596,Retained
0,977,Retained
1,848,Attrited
0,449,Retained
0,890,Retained
0,853,Retained
0,779,Retained
0,560,Retained
0,758,Retained
0,491,Retained
1,851,Attrited
0,478,Retained
1,880,Attrited
0,470,Retained
0,639,Retained
0,416,Retained
0,234,Retained
0,328,Retained
0,438,Retained
0,396,Retained
0,474,Retained
0,314,Retained
0,317,Retained
0,663,Retained
1,247,Attrited
0,989,Retained
0,402,Retained
0,862,Retained
1,424,Attrited
0,300,Retained
1,371,Attrited
0,744,Retained
0,550,Retained
0,523,Retained
0,352,Retained
0,230,Retained
0,399,Retained
0,629,Retained
0,564,Retained
0,729,Retained
0,423,Retained
1,298,Attrited
0,536,Retained
0,916,Retained
0,827,Retained
0,235,Retained
0,491,Retained
0,572,Retained
0,219,Retained
0,428,Retained
0,603,Retained
0,295,Retained
1,583,Attrited
0,276,Retained
0,761,Retained
1,543,Attrited
0,526,Retained
0,894,Retained
0,271,Retained
0,878,Retained
0,894,Retained
0,835,Retained
1,710,Attrited
0,590,Retained
0,492,Retained
0,650,Retained
0,572,Retained
0,871,Retained
0,516,Retained
0,283,Retained
0,309,Retained
0,607,Retained
1,292,Attrited
0,373,Retained
0,610,Retained
1,294,Attrited
0,776,Retained
1,777,Attrited
0,313,Retained
0,418,Retained
0,939,Retained
0,697,Retained
0,859,Retained
0,584,Retained
1,992,Attrited
0,759,Retained
0,541,Retained
0,370,Retained
0,907,Retained
0,520,Retained
1,252,Attrited
0,277,Retained
0,712,Retained
0,509,Retained
0,698,Retained
0,283,Retained
0,311,Retained
0,633,Retained
0,985,Retained
1,740,Attrited
0,376,Retained
1,402,Attrited
0,544,Retained
0,318,Retained
0,998,Retained
0,324,Retained
0,658,Retained
0,791,Retained
0,916,Retained
0,266,Retained
0,286,Retained
0,978,Retained
0,934,Retained
0,830,Retained
1,240,Attrited
0,850,Retained
0,703,Retained
0,809,Retained
0,795,Retained
0,602,Retained
0,798,Retained
0,415,Retained
0,573,Retained
1,242,Attrited
0,591,Retained
0,529,Retained
0,523,Retained
0,531,Retained
0,519,Retained
0,641,Retained
1,592,Attrited
0,551,Retained
1,622,Attrited
0,329,Retained
0,519,Retained
0,995,Retained
0,499,Retained
0,219,Retained
0,610,Retained
0,597,Retained
0,350,Retained
0,733,Retained
0,316,Retained
1,279,Attrited
1,674,Attrited
1,929,Attrited
1,298,Attrited
0,256,Retained
0,400,Retained
0,794,Retained
0,518,Retained
0,450,Retained
0,383,Retained
0,366,Retained
1,430,Attrited
0,722,Retained
0,909,Retained
1,294,Attrited
0,811,Retained
1,445,Attrited
0,992,Retained
0,911,Retained
0,414,Retained
1,296,Attrited
0,694,Retained
1,260,Attrited
1,747,Attrited
0,706,Retained
1,300,Attrited
0,908,Retained
1,268,Attrited
1,794,Attrited
1,580,Attrited
0,780,Retained
0,823,Retained
0,465,Retained
0,658,Retained
0,813,Retained
0,378,Retained
0,276,Retained
0,637,Retained
0,789,Retained
0,822,Retained
0,480,Retained
0,807,Retained
0,505,Retained
0,315,Retained
0,349,Retained
0,863,Retained
0,529,Retained
1,577,Attrited
1,992,Attrited
0,466,Retained
0,254,Retained
0,829,Retained
0,259,Retained
0,430,Retained
0,924,Retained
0,655,Retained
0,552,Retained
0,294,Retained
0,300,Retained
0,971,Retained
0,824,Retained
0,374,Retained
0,798,Retained
0,625,Retained
0,772,Retained
1,826,Attrited
0,351,Retained
0,547,Retained
0,282,Retained
1,235,Attrited
0,556,Retained
1,418,Attrited
0,244,Retained
1,497,Attrited
0,315,Retained
0,847,Retained
0,1000,Retained
0,329,Retained
0,389,Retained
1,403,Attrited
0,454,Retained
0,244,Retained
0,489,Retained
0,790,Retained
0,376,Retained
1,460,Attrited
0,897,Retained
0,575,Retained
0,963,Retained
0,226,Retained
0,731,Retained
0,977,Retained
1,1000,Attrited
0,233,Retained
0,868,Retained
0,918,Retained
0,379,Retained
1,334,Attrited
0,705,Retained
0,909,Retained
1,832,Attrited
0,262,Retained
1,252,Attrited
0,855,Retained
0,436,Retained
0,435,Retained
0,883,Retained
1,408,Attrited
1,454,Attrited
0,977,Retained
1,720,Attrited
0,488,Retained
0,339,Retained
0,596,Retained
1,564,Attrited
0,707,Retained
1,786,Attrited
1,660,Attrited
0,701,Retained
0,355,Retained
0,398,Retained
1,668,Attrited
0,980,Retained
0,363,Retained
0,726,Retained
0,692,Retained
0,609,Retained
0,759,Retained
1,386,Attrited
0,583,Retained
0,630,Retained
0,742,Retained
0,554,Retained
0,913,Retained
0,505,Retained
0,581,Retained
0,346,Retained
1,481,Attrited
0,618,Retained
0,778,Retained
1,465,Attrited
1,681,Attrited
0,829,Retained
0,484,Retained
0,701,Retained
0,336,Retained
0,507,Retained
1,664,Attrited
1,447,Attrited
0,370,Retained
1,809,Attrited
1,832,Attrited
1,312,Attrited
0,855,Retained
1,228,Attrited
0,429,Retained
0,979,Retained
0,984,Retained
0,863,Retained
0,248,Retained
0,681,Retained
0,551,Retained
0,549,Retained
0,471,Retained
0,320,Retained
0,636,Retained
1,834,Attrited
0,920,Retained
0,557,Retained
0,316,Retained
0,872,Retained
0,512,Retained
1,466,Attrited
0,403,Retained
0,964,Retained
0,571,Retained
1,488,Attrited
0,800,Retained
1,603,Attrited
0,335,Retained
0,448,Retained
0,399,Retained
1,844,Attrited
0,522,Retained
0,913,Retained
1,550,Attrited
0,399,Retained
0,342,Retained
0,234,Retained
0,851,Retained
0,849,Retained
0,501,Retained
0,407,Retained
0,649,Retained
0,950,Retained
1,578,Attrited
0,680,Retained
0,456,Retained
0,724,Retained
0,456,Retained
0,345,Retained
0,439,Retained
0,595,Retained
0,296,Retained
1,720,Attrited
1,384,Attrited
0,881,Retained
1,977,Attrited
1,679,Attrited
0,852,Retained
0,505,Retained
0,483,Retained
0,903,Retained
0,478,Retained
1,783,Attrited
0,307,Retained
1,603,Attrited
0,879,Retained
0,624,Retained
0,622,Retained
0,470,Retained
0,361,Retained
0,778,Retained
0,725,Retained
0,764,Retained
0,352,Retained
0,402,Retained
0,842,Retained
0,222,Retained
0,712,Retained
0,448,Retained
0,463,Retained
0,769,Retained
0,414,Retained
1,323,Attrited
0,330,Retained
0,653,Retained
0,914,Retained
0,870,Retained
0,477,Retained
1,841,Attrited
0,954,Retained
1,446,Attrited
0,564,Retained
0,495,Retained
0,542,Retained
0,357,Retained
0,498,Retained
0,433,Retained
0,348,Retained
0,852,Retained
0,647,Retained
1,542,Attrited
0,576,Retained
0,995,Retained
0,678,Retained
0,311,Retained
1,632,Attrited
0,981,Retained
1,566,Attrited
0,515,Retained
0,408,Retained
0,757,Retained
0,918,Retained
0,455,Retained
0,698,Retained
0,811,Retained
1,491,Attrited
1,365,Attrited
0,226,Retained
0,778,Retained
0,541,Retained
0,360,Retained
0,696,Retained
1,836,Attrited
1,827,Attrited
1,808,Attrited
0,313,Retained
0,345,Retained
0,470,Retained
0,778,Retained
0,624,Retained
0,510,Retained
0,427,Retained
0,316,Retained
0,434,Retained
0,520,Retained
0,397,Retained
1,627,Attrited
0,973,Retained
0,264,Retained
0,982,Retained
0,326,Retained
0,682,Retained
0,677,Retained
0,402,Retained
0,781,Retained
0,417,Retained
0,359,Retained
0,791,Retained
0,666,Retained
0,958,Retained
1,571,Attrited
0,636,Retained
0,763,Retained
0,918,Retained
0,355,Retained
1,347,Attrited
0,396,Retained
0,649,Retained
0,418,Retained
0,414,Retained
0,238,Retained
0,458,Retained
0,598,Retained
0,564,Retained
1,611,Attrited
1,595,Attrited
0,628,Retained
0,800,Retained
0,426,Retained
1,822,Attrited
0,918,Retained
0,241,Retained
0,743,Retained
1,683,Attrited
0,457,Retained
0,839,Retained
0,753,Retained
0,864,Retained
0,914,Retained
0,370,Retained
0,648,Retained
0,983,Retained
1,750,Attrited
0,538,Retained
0,482,Retained
0,427,Retained
1,748,Attrited
0,902,Retained
1,613,Attrited
0,918,Retained
0,877,Retained
0,725,Retained
0,239,Retained
0,507,Retained
0,801,Retained
0,625,Retained
1,634,Attrited
0,778,Retained
0,775,Retained
0,622,Retained
1,229,Attrited
1,318,Attrited
1,948,Attrited
0,340,Retained
1,860,Attrited
0,923,Retained
0,606,Retained
0,563,Retained
1,901,Attrited
0,553,Retained
0,226,Retained
0,836,Retained
1,866,Attrited
0,353,Retained
0,938,Retained
0,643,Retained
1,875,Attrited
0,774,Retained
0,520,Retained
0,640,Retained
0,738,Retained
0,995,Retained
0,943,Retained
0,642,Retained
0,664,Retained
0,302,Retained
0,581,Retained
0,428,Retained
0,298,Retained
0,850,Retained
0,804,Retained
0,885,Retained
1,278,Attrited
0,248,Retained
0,991,Retained
0,453,Retained
0,735,Retained
0,379,Retained
0,320,Retained
0,502,Retained
0,523,Retained
0,741,Retained
0,948,Retained
0,896,Retained
0,296,Retained
1,328,Attrited
0,627,Retained
0,404,Retained
1,399,Attrited
0,871,Retained
1,635,Attrited
0,946,Retained
0,975,Retained
0,674,Retained
0,999,Retained
0,324,Retained
0,919,Retained
0,875,Retained
0,781,Retained
1,248,Attrited
1,435,Attrited
1,303,Attrited
0,602,Retained
0,554,Retained
0,263,Retained
1,699,Attrited
0,483,Retained
0,865,Retained
0,691,Retained
0,397,Retained
0,658,Retained
0,593,Retained
1,856,Attrited
0,425,Retained
0,754,Retained
0,741,Retained
0,234,Retained
1,586,Attrited
0,413,Retained
0,619,Retained
0,307,Retained
0,960,Retained
1,568,Attrited
0,526,Retained
0,426,Retained
0,834,Retained
0,885,Retained
1,589,Attrited
0,319,Retained
0,972,Retained
0,797,Retained
0,794,Retained
0,332,Retained
1,309,Attrited
0,456,Retained
0,610,Retained
1,762,Attrited
0,942,Retained
0,732,Retained
0,796,Retained
0,602,Retained
1,909,Attrited
0,804,Retained
0,814,Retained
0,997,Retained
0,659,Retained
1,683,Attrited
1,645,Attrited
0,814,Retained
0,923,Retained
0,510,Retained
0,227,Retained
0,749,Retained
0,866,Retained
0,245,Retained
0,596,Retained
0,739,Retained
0,968,Retained
0,529,Retained
0,949,Retained
1,378,Attrited
0,946,Retained
1,792,Attrited
0,823,Retained
1,584,Attrited
0,965,Retained
0,482,Retained
0,751,Retained
0,786,Retained
0,521,Retained
1,574,Attrited
0,700,Retained
0,616,Retained
0,856,Retained
0,602,Retained
0,483,Retained
0,922,Retained
0,508,Retained
0,341,Retained
1,572,Attrited
0,827,Retained
0,787,Retained
1,727,Attrited
0,711,Retained
0,882,Retained
0,653,Retained
0,932,Retained
0,469,Retained
0,720,Retained
0,557,Retained
1,925,Attrited
0,780,Retained
1,293,Attrited
0,502,Retained
0,986,Retained
0,553,Retained
0,706,Retained
0,496,Retained
0,706,Retained
0,791,Retained
0,865,Retained
0,333,Retained
0,759,Retained
0,846,Retained
0,787,Retained
1,427,Attrited
0,860,Retained
0,327,Retained
0,959,Retained
0,938,Retained
0,305,Retained
0,591,Retained
1,704,Attrited
0,522,Retained
0,521,Retained
0,674,Retained
0,642,Retained
0,301,Retained
0,643,Retained
0,382,Retained
0,303,Retained
0,844,Retained
1,268,Attrited
1,989,Attrited
0,547,Retained
1,639,Attrited
0,572,Retained
1,723,Attrited
0,527,Retained
0,530,Retained
0,741,Retained
1,804,Attrited
0,952,Retained
0,553,Retained
1,834,Attrited
0,979,Retained
0,757,Retained
1,740,Attrited
1,684,Attrited
0,335,Retained
0,653,Retained
1,888,Attrited
0,456,Retained
0,838,Retained
1,254,Attrited
0,344,Retained
0,247,Retained
1,421,Attrited
0,302,Retained
1,526,Attrited
0,338,Retained
0,592,Retained
0,489,Retained
0,810,Retained
0,535,Retained
0,527,Retained
0,884,Retained
0,349,Retained
0,998,Retained
0,609,Retained
0,632,Retained
1,936,Attrited
0,529,Retained
0,594,Retained
0,649,Retained
0,936,Retained
0,316,Retained
0,997,Retained
0,557,Retained
0,234,Retained
0,524,Retained
0,614,Retained
1,249,Attrited
0,410,Retained
1,480,Attrited
0,347,Retained
0,875,Retained
1,712,Attrited
0,821,Retained
0,309,Retained
0,639,Retained
0,579,Retained
1,896,Attrited
0,309,Retained
0,422,Retained
0,546,Retained
0,718,Retained
0,444,Retained
0,239,Retained
0,657,Retained
0,338,Retained
0,313,Retained
1,605,Attrited
0,517,Retained
0,915,Retained
0,397,Retained
0,349,Retained
0,920,Retained
0,343,Retained
0,942,Retained
0,300,Retained
0,262,Retained
0,463,Retained
0,694,Retained
0,346,Retained
0,597,Retained
0,805,Retained
0,399,Retained
0,538,Retained
0,738,Retained
0,611,Retained
0,615,Retained
0,292,Retained
0,644,Retained
0,982,Retained
1,467,Attrited
0,229,Retained
0,549,Retained
0,660,Retained
0,431,Retained
1,858,Attrited
0,872,Retained
0,908,Retained
0,309,Retained
0,759,Retained
0,424,Retained
0,914,Retained
1,309,Attrited
0,866,Retained
0,494,Retained
0,570,Retained
0,332,Retained
1,341,Attrited
0,639,Retained
1,228,Attrited
1,655,Attrited
0,375,Retained
0,508,Retained
0,680,Retained
0,777,Retained
0,915,Retained
0,843,Retained
0,743,Retained
1,445,Attrited
0,737,Retained
0,508,Retained
0,682,Retained
0,963,Retained
0,707,Retained
0,582,Retained
0,626,Retained
0,341,Retained
0,226,Retained
0,499,Retained
1,590,Attrited
0,557,Retained
0,801,Retained
1,987,Attrited
0,339,Retained
0,534,Retained
0,525,Retained
0,495,Retained
1,329,Attrited
1,463,Attrited
0,525,Retained
0,730,Retained
0,754,Retained
0,880,Retained
0,798,Retained
0,354,Retained
0,315,Retained
0,558,Retained
1,611,Attrited
0,599,Retained
0,604,Retained
0,517,Retained
0,912,Retained
1,267,Attrited
0,766,Retained
0,806,Retained
0,319,Retained
0,805,Retained
1,736,Attrited
0,878,Retained
0,921,Retained
1,303,Attrited
0,275,Retained
0,767,Retained
0,674,Retained
0,529,Retained
0,231,Retained
0,265,Retained
1,521,Attrited
0,505,Retained
1,328,Attrited
0,643,Retained
0,314,Retained
0,843,Retained
0,332,Retained
0,627,Retained
0,940,Retained
1,521,Attrited
0,447,Retained
0,323,Retained
1,900,Attrited
1,468,Attrited
1,446,Attrited
0,993,Retained
0,829,Retained
0,693,Retained
0,668,Retained
1,472,Attrited
0,947,Retained
0,625,Retained
1,624,Attrited
1,374,Attrited
0,576,Retained
0,515,Retained
0,262,Retained
0,397,Retained
1,832,Attrited
0,675,Retained
0,773,Retained
0,345,Retained
0,526,Retained
0,984,Retained
0,593,Retained
0,638,Retained
0,903,Retained
1,500,Attrited
0,702,Retained
0,977,Retained
1,993,Attrited
0,624,Retained
1,844,Attrited
0,956,Retained
0,654,Retained
0,536,Retained
0,407,Retained
1,432,Attrited
0,494,Retained
0,925,Retained
0,675,Retained
0,588,Retained
0,275,Retained
0,902,Retained
0,938,Retained
0,882,Retained
0,816,Retained
0,652,Retained
0,839,Retained
0,804,Retained
0,880,Retained
0,750,Retained
0,855,Retained
0,556,Retained
0,312,Retained
1,629,Attrited
0,615,Retained
0,483,Retained
1,994,Attrited
0,536,Retained
0,580,Retained
0,621,Retained
0,906,Retained
0,474,Retained
0,598,Retained
1,381,Attrited
0,240,Retained
0,603,Retained
0,454,Retained
0,830,Retained
0,224,Retained
1,491,Attrited
1,606,Attrited
0,548,Retained
0,470,Retained
0,393,Retained
0,926,Retained
0,718,Retained
0,634,Retained
1,537,Attrited
0,558,Retained
0,595,Retained
0,865,Retained
1,247,Attrited
0,938,Retained
1,424,Attrited
0,461,Retained
0,978,Retained
1,448,Attrited
0,255,Retained
0,941,Retained
0,882,Retained
0,474,Retained
1,253,Attrited
0,466,Retained
1,882,Attrited
0,674,Retained
0,589,Retained
1,818,Attrited
0,488,Retained
0,994,Retained
1,227,Attrited
1,556,Attrited
0,251,Retained
1,755,Attrited
0,833,Retained
0,813,Retained
0,222,Retained
0,236,Retained
1,647,Attrited
1,242,Attrited
1,897,Attrited
0,492,Retained
0,321,Retained
0,997,Retained
1,660,Attrited
1,950,Attrited
0,627,Retained
0,242,Retained
1,551,Attrited
0,649,Retained
0,374,Retained
1,485,Attrited
0,986,Retained
1,390,Attrited
0,958,Retained
0,762,Retained
0,557,Retained
0,260,Retained
0,633,Retained
0,472,Retained
0,332,Retained
0,914,Retained
0,566,Retained
0,334,Retained
0,370,Retained
0,328,Retained
0,793,Retained
0,388,Retained
0,855,Retained
0,510,Retained
0,960,Retained
0,555,Retained
0,539,Retained
0,404,Retained
0,362,Retained
0,252,Retained
0,347,Retained
1,642,Attrited
0,936,Retained
0,565,Retained
0,565,Retained
0,930,Retained
0,901,Retained
0,524,Retained
0,251,Retained
0,726,Retained
0,387,Retained
1,314,Attrited
0,583,Retained
0,686,Retained
0,697,Retained
0,871,Retained
0,812,Retained
0,615,Retained
0,355,Retained
0,298,Retained
0,341,Retained
0,279,Retained
0,585,Retained
0,869,Retained
0,251,Retained
0,998,Retained
1,905,Attrited
0,896,Retained
0,572,Retained
1,227,Attrited
0,930,Retained
1,891,Attrited
1,660,Attrited
0,632,Retained
0,894,Retained
0,650,Retained
1,765,Attrited
1,526,Attrited
0,728,Retained
0,336,Retained
0,381,Retained
0,776,Retained
0,872,Retained
1,470,Attrited
0,502,Retained
0,746,Retained
0,944,Retained
1,270,Attrited
0,902,Retained
