,RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
3851,3852,15590828,631,France,Male,26,1,149144.61,1,0,1,123697.95,0,0,3,PLATINUM,887
3852,3853,15752097,746,France,Male,36,9,127157.04,1,1,1,155700.15,0,0,3,SILVER,948
3853,3854,15800031,654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0,0,5,SILVER,531
3854,3855,15630857,687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0,0,1,PLATINUM,493
3855,3856,15689953,708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,0,5,SILVER,463
3856,3857,15759733,679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0,0,5,DIAMOND,641
3857,3858,15810826,636,France,Female,45,7,139859.23,1,1,1,108402.54,0,0,3,GOLD,393
3858,3859,15668009,695,France,Male,45,9,43134.65,1,0,1,77330.35,0,0,1,GOLD,582
3859,3860,15743456,677,France,Male,42,5,99580.13,1,1,0,21007.96,0,0,1,GOLD,627
3860,3861,15725762,720,France,Female,34,6,110717.38,1,1,1,9398.45,0,0,1,GOLD,301
3861,3862,15761713,780,France,Female,37,3,0.0,2,0,0,182156.81,1,1,4,PLATINUM,991
3862,3863,15769246,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,0,2,PLATINUM,504
3863,3864,15781129,674,France,Female,28,3,0.0,1,1,0,51536.99,0,0,5,PLATINUM,409
3864,3865,15599124,620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0,0,5,SILVER,951
3865,3866,15639004,623,France,Male,40,6,0.0,2,1,1,66119.07,0,0,5,PLATINUM,742
3866,3867,15810995,547,France,Female,29,6,104450.86,1,1,1,37160.28,0,0,2,SILVER,546
3867,3868,15653773,530,France,Male,39,2,0.0,2,1,0,197923.05,0,0,4,SILVER,296
3868,3869,15708357,746,France,Female,34,4,0.0,1,0,1,65166.6,0,0,1,SILVER,416
3869,3870,15733597,512,France,Female,31,7,0.0,2,0,0,49326.07,0,0,2,SILVER,538
3870,3871,15789560,630,France,Male,40,8,0.0,2,1,1,42495.81,0,0,3,DIAMOND,960
3871,3872,15699524,570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0,0,5,DIAMOND,888
3872,3873,15626475,605,France,Male,39,6,111169.91,1,0,0,9641.4,0,0,5,SILVER,642
3873,3874,15810839,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0,0,2,PLATINUM,885
3874,3875,15684318,813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0,0,1,GOLD,562
3875,3876,15768120,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,0,5,GOLD,788
3876,3877,15712807,565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,0,3,SILVER,772
3877,3878,15696371,645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,1,5,PLATINUM,668
3878,3879,15675794,526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0,0,4,SILVER,414
3879,3880,15774277,778,France,Female,33,9,151772.63,2,0,0,180249.94,1,1,5,DIAMOND,708
3880,3881,15603764,677,France,Female,72,8,0.0,2,1,1,153604.44,0,0,2,PLATINUM,341
3881,3882,15618647,588,France,Female,64,3,0.0,1,1,1,189703.65,0,0,4,SILVER,286
3882,3883,15614643,488,France,Female,22,6,0.0,2,1,1,66393.89,0,0,4,SILVER,826
3883,3884,15707696,519,France,Male,39,1,97700.02,1,1,1,30709.03,0,0,3,SILVER,960
3884,3885,15749583,709,France,Male,31,6,0.0,2,1,1,71009.84,0,0,4,PLATINUM,316
3885,3886,15815125,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,1,4,PLATINUM,918
3886,3887,15779620,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,0,5,GOLD,916
3887,3888,15768233,653,France,Female,46,5,0.0,2,1,0,49707.85,0,0,1,PLATINUM,231
3888,3889,15637788,743,France,Male,71,0,0.0,2,0,1,29837.65,0,0,5,PLATINUM,330
3889,3890,15777046,418,France,Female,39,2,0.0,2,0,0,9041.71,0,0,2,DIAMOND,242
3890,3891,15788723,670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,0,4,SILVER,430
3891,3892,15790489,723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0,0,1,GOLD,500
3892,3893,15739476,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,0,4,DIAMOND,385
3893,3894,15612670,543,France,Female,42,5,0.0,2,0,0,101905.34,0,0,2,SILVER,266
3894,3895,15631222,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0,0,5,GOLD,974
3895,3896,15658972,673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0,0,1,SILVER,284
3896,3897,15724691,741,France,Female,21,9,0.0,2,0,1,139259.54,0,0,5,SILVER,781
3897,3898,15740442,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0,0,1,DIAMOND,231
3898,3899,15760427,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,1,5,DIAMOND,546
3899,3900,15677939,752,France,Female,36,2,119912.46,1,1,0,124354.92,0,0,4,PLATINUM,707
3900,3901,15611599,809,France,Male,36,9,68881.59,2,0,1,109135.11,0,0,5,DIAMOND,795
3901,3902,15633474,575,Spain,Male,30,2,0.0,2,1,1,82222.86,0,0,1,PLATINUM,934
3902,3903,15671973,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1,1,4,SILVER,356
3903,3904,15790019,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0,0,2,GOLD,812
3904,3905,15737735,698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0,0,2,GOLD,976
3905,3906,15661745,496,France,Female,29,4,0.0,2,1,0,164806.89,0,0,3,DIAMOND,720
3906,3907,15797065,597,France,Male,44,8,78128.13,2,0,1,109153.04,0,0,1,PLATINUM,220
3907,3908,15710671,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0,0,3,DIAMOND,801
3908,3909,15656522,655,Spain,Male,37,1,0.0,1,1,1,106040.97,0,0,5,GOLD,226
3909,3910,15705085,431,France,Male,63,6,160982.89,1,1,1,168008.17,0,0,2,DIAMOND,923
3910,3911,15744873,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,1,3,SILVER,909
3911,3912,15781914,782,France,Female,35,4,0.0,1,1,1,119565.34,0,0,1,PLATINUM,980
3912,3913,15637354,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0,0,1,GOLD,639
3913,3914,15717307,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,1,2,SILVER,775
3914,3915,15746695,658,France,Male,44,2,168396.34,1,1,1,14178.73,0,0,2,SILVER,648
3915,3916,15804962,686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0,0,4,PLATINUM,541
3916,3917,15665378,539,Spain,Male,36,6,0.0,3,1,1,118959.64,0,0,3,PLATINUM,841
3917,3918,15757865,685,France,Female,50,6,94238.75,2,1,1,50664.07,1,1,4,DIAMOND,941
3918,3919,15578787,850,France,Male,29,1,0.0,2,0,0,152996.89,0,0,3,GOLD,601
3919,3920,15794323,763,Spain,Female,39,7,0.0,2,1,0,19458.75,0,0,2,PLATINUM,311
3920,3921,15697546,634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0,0,3,PLATINUM,327
3921,3922,15629519,567,France,Male,59,3,0.0,2,1,0,25843.7,1,1,2,SILVER,947
3922,3923,15624703,539,France,Male,39,3,139153.68,2,1,0,147662.33,0,0,1,SILVER,520
3923,3924,15570002,764,France,Male,41,7,0.0,2,0,0,134878.34,0,0,3,SILVER,784
3924,3925,15808566,653,France,Female,40,0,0.0,2,1,0,35795.85,0,0,5,GOLD,823
3925,3926,15805463,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0,0,5,PLATINUM,294
3926,3927,15709136,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0,0,2,SILVER,576
3927,3928,15801605,580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,0,1,GOLD,352
3928,3929,15567855,548,France,Male,29,5,83442.98,1,0,1,177017.39,0,0,3,GOLD,967
3929,3930,15675141,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0,0,3,SILVER,246
3930,3931,15665759,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,1,2,GOLD,918
3931,3932,15761487,706,France,Female,35,8,178032.53,1,0,1,42181.68,0,0,1,GOLD,285
3932,3933,15700394,680,France,Male,23,5,140007.19,1,0,1,31714.08,0,0,3,GOLD,808
3933,3934,15631162,698,France,Male,37,5,98400.61,2,0,0,25017.28,0,0,1,PLATINUM,403
3934,3935,15630641,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0,0,5,PLATINUM,790
3935,3936,15585066,728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1,1,4,PLATINUM,947
3936,3937,15722991,707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0,0,2,SILVER,745
3937,3938,15737404,761,France,Female,26,1,0.0,2,1,1,199409.19,0,0,5,PLATINUM,497
3938,3939,15722409,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,1,3,SILVER,985
3939,3940,15806420,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0,0,3,PLATINUM,960
3940,3941,15658148,716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,1,1,GOLD,388
3941,3942,15810660,654,France,Male,32,9,121455.65,1,1,0,190068.53,1,1,2,GOLD,295
3942,3943,15709780,649,Spain,Male,20,5,0.0,2,1,1,58309.54,0,0,5,PLATINUM,496
3943,3944,15727350,649,France,Male,46,5,0.0,2,1,1,76946.6,0,0,5,PLATINUM,765
3944,3945,15752312,612,France,Female,31,8,117989.76,1,1,1,54129.86,0,0,4,SILVER,409
3945,3946,15616745,657,Spain,Male,40,10,0.0,2,1,1,52990.7,0,0,3,GOLD,724
3946,3947,15572294,511,France,Female,31,5,137411.29,1,0,1,161854.98,0,0,3,PLATINUM,644
3947,3948,15674110,682,France,Male,61,10,73688.2,1,1,1,172141.33,0,0,2,SILVER,603
3948,3949,15662501,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,0,1,DIAMOND,641
3949,3950,15649239,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,0,3,GOLD,356
3950,3951,15700424,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0,0,3,DIAMOND,734
3951,3952,15636388,807,France,Female,47,9,167664.83,1,0,0,125440.11,1,1,4,SILVER,622
3952,3953,15713975,594,France,Female,34,7,141525.55,1,0,0,9443.15,0,0,4,DIAMOND,302
3953,3954,15592925,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0,0,4,GOLD,407
3954,3955,15581626,729,France,Female,34,9,132121.71,1,0,1,105409.31,0,0,3,GOLD,654
3955,3956,15641319,625,France,Male,39,2,0.0,2,1,0,100403.05,0,0,3,PLATINUM,452
3956,3957,15723481,597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0,0,1,DIAMOND,786
3957,3958,15787825,657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1,1,1,SILVER,385
3958,3959,15710726,633,France,Male,43,5,0.0,2,1,1,48249.88,0,0,5,SILVER,250
3959,3960,15627195,663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1,1,5,DIAMOND,670
3960,3961,15657957,535,France,Male,47,0,160729.1,1,0,1,145986.35,0,0,5,DIAMOND,284
3961,3962,15676117,702,France,Female,29,10,88378.6,1,1,0,88550.28,0,0,3,PLATINUM,596
3962,3963,15607874,712,France,Male,33,2,182888.08,1,1,0,3061.0,0,0,1,SILVER,278
3963,3964,15796993,607,France,Male,31,8,0.0,2,1,1,43196.5,0,0,2,GOLD,738
3964,3965,15649858,476,France,Male,37,4,0.0,1,1,1,55775.84,1,1,1,PLATINUM,649
3965,3966,15811032,748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0,0,4,DIAMOND,872
3966,3967,15679963,815,France,Male,35,4,0.0,2,0,1,198490.33,0,0,2,DIAMOND,680
3967,3968,15579131,602,France,Male,32,10,0.0,2,1,1,116052.92,0,0,3,PLATINUM,592
3968,3969,15572428,649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0,0,3,GOLD,993
3969,3970,15622461,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,1,5,GOLD,522
3970,3971,15636105,509,France,Male,30,6,0.0,2,1,0,180598.86,0,0,4,DIAMOND,342
3971,3972,15583849,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0,0,5,PLATINUM,692
3972,3973,15718780,536,France,Female,22,5,89492.62,1,0,0,42934.43,0,0,2,DIAMOND,231
3973,3974,15739271,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,0,4,SILVER,862
3974,3975,15697129,761,Spain,Male,27,8,0.0,2,1,0,63297.7,0,0,5,SILVER,494
3975,3976,15763415,535,France,Female,49,3,0.0,1,0,0,61820.41,1,1,1,GOLD,269
3976,3977,15796617,566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0,0,4,DIAMOND,698
3977,3978,15626628,620,Spain,Male,21,9,0.0,2,0,0,154882.79,0,0,4,SILVER,400
3978,3979,15765857,837,Germany,Male,37,6,94001.61,2,1,0,140723.05,0,0,2,SILVER,594
3979,3980,15742511,685,France,Female,40,7,0.0,1,1,0,72852.74,1,1,4,SILVER,877
3980,3981,15786433,673,France,Male,65,0,0.0,1,1,1,85733.33,0,0,3,SILVER,595
3981,3982,15685805,638,France,Male,24,1,0.0,2,0,1,162597.15,0,0,1,GOLD,567
3982,3983,15627971,614,France,Male,46,4,0.0,1,1,0,74379.57,1,1,5,DIAMOND,445
3983,3984,15783025,626,France,Female,44,2,0.0,1,0,1,173117.22,1,1,4,GOLD,307
3984,3985,15726289,834,Spain,Male,38,8,0.0,2,1,1,66485.26,0,0,3,GOLD,539
3985,3986,15802118,691,France,Male,24,6,0.0,2,1,1,92811.2,0,0,3,GOLD,591
3986,3987,15607990,706,Spain,Male,38,8,0.0,2,0,1,46635.11,0,0,3,GOLD,826
3987,3988,15695932,633,France,Male,37,7,141546.35,1,1,1,124830.11,0,0,3,GOLD,530
3988,3989,15812279,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1,1,1,GOLD,863
3989,3990,15687558,666,France,Male,30,7,109805.3,1,0,1,163625.56,0,0,4,DIAMOND,957
3990,3991,15729065,708,France,Male,32,10,86614.06,2,1,1,172129.26,0,0,4,PLATINUM,330
3991,3992,15698902,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,1,4,GOLD,609
3992,3993,15570192,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0,0,5,SILVER,279
3993,3994,15809265,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0,0,1,DIAMOND,908
3994,3995,15745201,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,0,3,DIAMOND,311
3995,3996,15580623,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0,0,1,GOLD,942
3996,3997,15578156,604,France,Male,30,5,0.0,2,1,0,75786.55,0,0,1,PLATINUM,468
3997,3998,15631063,665,France,Male,39,10,46323.57,1,1,0,136812.02,0,0,2,GOLD,469
3998,3999,15692577,639,France,Female,60,5,162039.78,1,1,1,84361.72,1,1,4,SILVER,295
3999,4000,15810910,696,France,Male,19,1,110928.51,1,1,1,2766.63,0,0,4,PLATINUM,871
4000,4001,15723217,520,France,Male,38,5,0.0,2,1,0,163185.76,0,0,3,SILVER,651
4001,4002,15733111,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1,1,3,PLATINUM,490
4002,4003,15610727,634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0,0,3,GOLD,713
4003,4004,15792720,750,France,Female,26,1,151510.17,2,1,1,19921.72,0,0,5,PLATINUM,433
4004,4005,15723153,530,Spain,Female,41,4,0.0,2,0,1,147606.71,0,0,2,DIAMOND,955
4005,4006,15802823,589,France,Female,59,2,0.0,2,1,1,126160.24,1,1,4,SILVER,292
4006,4007,15756118,654,France,Male,37,6,83568.55,1,1,0,47046.72,0,0,3,GOLD,752
4007,4008,15684934,648,France,Female,43,7,139972.18,1,1,0,143668.58,0,0,5,PLATINUM,586
4008,4009,15776936,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0,0,2,GOLD,398
4009,4010,15729087,446,France,Female,39,1,90217.07,1,1,0,191350.48,0,0,3,GOLD,562
4010,4011,15786463,514,Spain,Male,66,9,0.0,2,1,1,14234.31,0,0,5,PLATINUM,383
4011,4012,15717498,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0,0,5,DIAMOND,769
4012,4013,15718406,554,Spain,Male,46,4,0.0,2,0,1,57320.92,0,0,2,GOLD,262
4013,4014,15799468,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1,1,5,SILVER,692
4014,4015,15626383,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,1,4,DIAMOND,300
4015,4016,15597385,813,France,Male,32,1,122889.88,1,1,1,26476.18,0,0,3,DIAMOND,622
4016,4017,15570271,480,France,Male,40,6,148790.61,1,0,1,79329.7,0,0,2,SILVER,883
4017,4018,15690330,811,France,Male,46,9,180226.24,1,1,0,13464.64,1,1,3,PLATINUM,340
4018,4019,15680611,715,Germany,Female,32,3,104857.19,2,1,0,114149.8,0,0,2,PLATINUM,573
4019,4020,15810227,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0,0,1,PLATINUM,312
4020,4021,15807194,721,France,Male,42,4,102936.72,1,0,0,1187.88,0,0,2,DIAMOND,791
4021,4022,15712199,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1,1,4,GOLD,811
4022,4023,15694995,680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0,0,5,PLATINUM,741
4023,4024,15723400,535,France,Male,38,8,85982.07,1,1,0,9238.35,0,0,3,DIAMOND,774
4024,4025,15654772,655,France,Female,20,7,134397.61,1,0,0,28029.54,0,0,4,GOLD,516
4025,4026,15574743,660,France,Male,63,8,137841.53,1,1,1,42790.29,0,0,2,GOLD,985
4026,4027,15807593,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1,1,1,DIAMOND,721
4027,4028,15686718,662,Germany,Male,39,5,139822.11,2,1,1,146219.9,0,0,2,PLATINUM,337
4028,4029,15695299,463,Germany,Female,41,8,123151.51,2,1,0,70127.93,0,0,5,SILVER,523
4029,4030,15722701,501,Germany,Male,27,4,95331.83,2,1,0,132104.76,0,0,1,DIAMOND,301
4030,4031,15799635,603,Spain,Female,42,6,0.0,1,1,1,90437.87,0,0,4,DIAMOND,842
4031,4032,15742323,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0,0,2,GOLD,612
4032,4033,15658435,430,France,Male,38,9,0.0,2,1,1,12050.77,0,0,5,SILVER,573
4033,4034,15586029,632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1,1,3,PLATINUM,517
4034,4035,15772337,601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0,0,2,PLATINUM,235
4035,4036,15807555,769,France,Female,38,2,0.0,2,0,0,75578.67,0,0,5,SILVER,829
4036,4037,15603378,551,France,Male,42,2,139561.46,1,1,0,43435.43,1,1,5,GOLD,528
4037,4038,15792862,841,France,Female,52,5,0.0,1,0,0,183239.71,1,1,5,GOLD,783
4038,4039,15657349,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1,1,3,DIAMOND,219
4039,4040,15777614,479,Spain,Male,27,2,172463.45,1,1,1,40315.27,0,0,3,DIAMOND,704
4040,4041,15653952,701,France,Male,37,8,107798.85,1,1,0,16966.73,0,0,1,SILVER,228
4041,4042,15724336,593,France,Male,36,2,70181.48,2,1,0,80608.12,0,0,3,PLATINUM,273
4042,4043,15689594,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0,0,5,PLATINUM,799
4043,4044,15801920,635,Spain,Male,31,1,0.0,2,1,0,135382.23,0,0,5,PLATINUM,510
4044,4045,15653347,658,France,Male,32,8,0.0,1,1,1,80410.68,0,0,1,GOLD,867
4045,4046,15749951,687,Spain,Female,36,5,0.0,1,1,0,17696.22,0,0,4,SILVER,630
4046,4047,15648178,650,France,Male,37,9,0.0,2,1,0,17974.08,0,0,2,SILVER,994
4047,4048,15738662,720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0,0,2,PLATINUM,291
4048,4049,15640855,602,France,Female,63,7,0.0,2,1,1,56323.21,0,0,4,PLATINUM,649
4049,4050,15584288,618,Spain,Male,33,4,0.0,2,1,1,77550.18,0,0,1,SILVER,273
4050,4051,15760988,803,Germany,Male,41,9,137742.9,2,1,1,166957.82,0,0,5,SILVER,567
4051,4052,15569624,793,France,Female,63,9,116270.72,1,1,1,184243.25,0,0,3,DIAMOND,236
4052,4053,15597949,616,Germany,Male,41,10,113220.2,2,1,1,114072.91,0,0,3,SILVER,596
4053,4054,15604551,550,Spain,Male,51,5,0.0,2,1,0,153917.41,0,0,2,SILVER,977
4054,4055,15617476,602,France,Female,56,3,115895.22,3,1,0,4176.17,1,1,4,PLATINUM,848
4055,4056,15645323,452,France,Female,60,6,121730.49,1,1,1,142963.29,0,0,3,SILVER,449
4056,4057,15793311,655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0,0,5,PLATINUM,890
4057,4058,15764153,510,France,Female,26,6,136214.08,1,0,0,159742.33,0,0,2,PLATINUM,853
4058,4059,15802560,557,France,Male,39,8,146200.01,1,1,0,177944.64,0,0,2,GOLD,779
4059,4060,15728608,676,France,Male,37,10,106242.67,1,1,1,166678.28,0,0,5,GOLD,560
4060,4061,15770474,640,France,Female,29,4,0.0,2,1,0,44904.26,0,0,3,GOLD,758
4061,4062,15724444,529,Spain,Male,31,6,0.0,1,1,0,10625.91,0,0,4,DIAMOND,491
4062,4063,15753110,559,France,Male,45,8,24043.45,1,0,1,169781.45,1,1,5,DIAMOND,851
4063,4064,15711521,689,France,Female,58,5,0.0,2,0,1,49848.86,0,0,3,SILVER,478
4064,4065,15632816,626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1,1,5,PLATINUM,880
4065,4066,15693637,697,Spain,Male,30,1,0.0,2,0,0,735.79,0,0,5,SILVER,470
4066,4067,15725509,823,France,Female,44,1,0.0,2,0,1,182495.7,0,0,2,SILVER,639
4067,4068,15684645,565,Germany,Female,32,4,90322.99,2,0,1,118740.37,0,0,1,DIAMOND,416
4068,4069,15692235,631,Spain,Male,23,3,0.0,2,1,0,13813.24,0,0,4,GOLD,234
4069,4070,15777459,646,France,Female,34,3,131283.11,1,0,0,130500.65,0,0,3,SILVER,328
4070,4071,15656937,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0,0,5,DIAMOND,438
4071,4072,15610643,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0,0,5,SILVER,396
4072,4073,15777315,810,France,Female,38,9,153166.17,1,1,1,93261.69,0,0,2,DIAMOND,474
4073,4074,15611058,581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0,0,1,PLATINUM,314
4074,4075,15630413,718,France,Female,35,2,167924.95,1,1,0,43024.64,0,0,2,SILVER,317
4075,4076,15635942,713,France,Male,43,5,86394.14,1,1,1,130001.13,0,0,3,SILVER,663
4076,4077,15648858,672,France,Female,50,1,0.0,1,1,0,12106.82,1,1,5,GOLD,247
4077,4078,15810732,781,Spain,Male,33,3,0.0,2,1,1,42556.33,0,0,2,GOLD,989
4078,4079,15705448,656,Spain,Male,47,1,0.0,2,1,1,197961.93,0,0,5,SILVER,402
4079,4080,15730488,583,France,Female,31,4,158978.79,1,1,0,12538.92,0,0,4,DIAMOND,862
4080,4081,15620443,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1,1,2,DIAMOND,424
4081,4082,15741078,721,Spain,Male,33,5,0.0,2,0,1,117626.9,0,0,1,SILVER,300
4082,4083,15753161,778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1,1,4,DIAMOND,371
4083,4084,15711396,850,Spain,Female,45,4,114347.85,2,1,1,109089.04,0,0,4,SILVER,744
4084,4085,15593499,693,France,Female,39,4,0.0,2,0,1,142331.39,0,0,1,PLATINUM,550
4085,4086,15579189,520,France,Male,34,4,134007.9,1,1,1,193209.11,0,0,5,PLATINUM,523
4086,4087,15743545,759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0,0,1,DIAMOND,352
4087,4088,15791316,637,France,Male,60,3,0.0,2,1,1,70174.03,0,0,3,PLATINUM,230
4088,4089,15608246,755,Germany,Male,40,2,137430.82,2,0,0,176768.59,0,0,1,SILVER,399
4089,4090,15676526,662,France,Female,47,6,0.0,2,1,1,129392.75,0,0,4,GOLD,629
4090,4091,15813911,503,France,Female,37,8,0.0,2,1,1,97893.32,0,0,1,DIAMOND,564
4091,4092,15630195,599,Germany,Male,39,2,188976.89,2,0,1,176142.09,0,0,3,SILVER,729
4092,4093,15736250,583,Spain,Female,40,4,0.0,2,1,0,114093.73,0,0,2,DIAMOND,423
4093,4094,15671334,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1,1,2,DIAMOND,298
4094,4095,15574169,513,France,Male,29,10,0.0,2,0,1,25514.77,0,0,5,GOLD,536
4095,4096,15718839,730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0,0,4,DIAMOND,916
4096,4097,15762331,820,Spain,Male,34,10,97208.46,1,1,1,59553.34,0,0,2,GOLD,827
4097,4098,15606901,597,Spain,Female,26,7,0.0,2,1,0,110253.2,0,0,4,SILVER,235
4098,4099,15713559,637,France,Male,32,5,0.0,1,0,0,148769.08,0,0,2,GOLD,491
4099,4100,15768881,696,France,Male,34,9,150856.79,1,0,1,8236.78,0,0,3,GOLD,572
4100,4101,15743075,635,Germany,Female,37,9,146748.07,1,0,1,11407.58,0,0,1,SILVER,219
4101,4102,15660980,673,Spain,Female,57,4,0.0,2,1,1,49684.09,0,0,1,SILVER,428
4102,4103,15810942,662,Spain,Male,33,3,0.0,2,0,1,68064.83,0,0,2,GOLD,603
4103,4104,15728362,683,Spain,Male,41,0,148863.17,1,1,1,163911.32,0,0,2,GOLD,295
4104,4105,15683339,850,France,Male,55,6,0.0,1,1,0,944.41,1,1,1,DIAMOND,583
4105,4106,15685476,815,Spain,Male,28,6,0.0,2,0,1,185547.71,0,0,2,SILVER,276
4106,4107,15663650,671,Spain,Male,34,10,153360.02,1,1,0,140509.86,0,0,4,SILVER,761
4107,4108,15617434,601,France,Female,40,3,92055.36,1,0,1,164652.02,1,1,5,GOLD,543
4108,4109,15622470,709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0,0,2,SILVER,526
4109,4110,15703682,702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0,0,2,PLATINUM,894
4110,4111,15727391,558,France,Male,40,6,0.0,2,1,0,173844.89,0,0,2,PLATINUM,271
4111,4112,15711062,691,Spain,Male,40,1,0.0,2,1,1,145613.17,0,0,2,DIAMOND,878
4112,4113,15567339,700,France,Female,30,9,0.0,1,1,1,174971.64,0,0,4,DIAMOND,894
4113,4114,15760662,667,France,Male,33,4,0.0,2,1,1,131834.75,0,0,5,DIAMOND,835
4114,4115,15605737,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1,1,5,PLATINUM,710
4115,4116,15692977,580,France,Female,23,5,113923.81,2,0,0,196241.43,0,0,4,PLATINUM,590
4116,4117,15672082,571,Spain,Female,31,3,0.0,2,1,1,194667.92,0,0,2,PLATINUM,492
4117,4118,15600280,561,France,Male,37,5,0.0,2,1,0,83093.25,0,0,5,PLATINUM,650
4118,4119,15804052,529,France,Male,28,9,0.0,2,1,1,52545.24,0,0,2,GOLD,572
4119,4120,15576065,670,France,Male,36,7,0.0,2,0,0,59571.5,0,0,2,DIAMOND,871
